gen,generator_name,n,cap
101,GN_408,7968,
102,GN_411,861,36.11940299
103,GN_415,9622,
104,GN_417,4852,
105,GN_421,9790,
106,GN_438,1484,19.0
107,GN_443,7812,
108,GN_444,7809,
109,GN_445,7809,
110,GN_451,9052,
111,GN_454,2324,
112,GN_458,7333,165.7
113,GN_465,3412,
114,GN_468,8810,
115,GN_475,3216,
116,GN_478,4824,
117,GN_487,9471,
118,GN_489,800,2.925
119,GN_492,800,3.625
120,GN_493,805,14.925
121,GN_495,797,4.15
122,GN_498,799,3.375
123,GN_505,9237,
124,GN_507,8908,
125,GN_510,97,113.0
126,GN_512,4818,
127,GN_513,4819,
128,GN_517,3107,
129,GN_519,4816,
130,GN_520,4868,
131,GN_522,4866,
132,GN_523,8153,
133,GN_524,8153,
134,GN_525,8020,71.5
135,GN_537,895,0.0
136,GN_539,901,0.0
137,GN_550,8790,
138,GN_553,1892,299.0
139,GN_556,6461,173.472868296
140,GN_557,6464,173.472868296
141,GN_559,6459,171.645833155
142,GN_562,3816,
143,GN_563,3816,
144,GN_566,5761,175.063917768
145,GN_573,8823,171.138
146,GN_578,6854,156.4238370882
147,GN_579,6855,156.4238370882
148,GN_581,6852,398.6284887354
149,GN_588,446,68.0
150,GN_590,444,69.0
151,GN_593,445,67.0
152,GN_600,3308,
153,GN_606,9211,
154,GN_607,3147,
155,GN_611,10216,
156,GN_612,10213,
157,GN_622,7032,
158,GN_626,4308,239.0
159,GN_627,4309,395.0
160,GN_634,1992,158.927383496
161,GN_640,865,
162,GN_641,4915,
163,GN_643,7690,
164,GN_654,3084,
165,GN_656,2129,
166,GN_658,2127,
167,GN_659,2131,
168,GN_662,3122,
169,GN_670,7650,
170,GN_677,6013,435.0
171,GN_678,262,
172,GN_679,263,
173,GN_680,3876,
174,GN_681,8545,
175,GN_683,3169,
176,GN_687,7011,
177,GN_689,9616,
178,GN_692,7291,
179,GN_696,10208,
180,GN_702,109,
181,GN_709,9663,
182,GN_714,9167,67.20875
183,GN_718,9763,
184,GN_724,5399,291.67042709
185,GN_726,3240,
186,GN_729,1793,50.6
187,GN_731,1795,51.0
188,GN_739,1365,
189,GN_751,2349,
190,GN_752,3425,
191,GN_753,7750,
192,GN_759,8691,
193,GN_761,4549,
194,GN_767,8276,
195,GN_768,9981,164.4
196,GN_770,9983,338.87
197,GN_772,9979,161.685
198,GN_773,9982,333.83
199,GN_776,7835,
200,GN_777,7835,
201,GN_782,8504,103.0
202,GN_783,8503,102.0
203,GN_784,9366,
204,GN_786,9106,
205,GN_787,2291,
206,GN_792,1947,46.0
207,GN_795,6740,
208,GN_800,8420,156.065573688
209,GN_801,8421,94.754098296
210,GN_802,4560,
211,GN_812,4710,
212,GN_819,7015,
213,GN_824,7103,
214,GN_825,2946,
215,GN_826,2947,
216,GN_829,1324,
217,GN_830,1322,
218,GN_832,2037,247.0
219,GN_833,2036,247.0
220,GN_837,9496,175.41401256
221,GN_845,8541,
222,GN_857,2318,
223,GN_861,9612,
224,GN_862,2072,
225,GN_865,3200,
226,GN_868,10294,
227,GN_870,3197,
228,GN_872,3197,
229,GN_875,3193,
230,GN_883,7122,
231,GN_885,5055,122.0
232,GN_886,5056,118.0
233,GN_892,3986,262.0
234,GN_894,2820,
235,GN_904,2839,77.275
236,GN_914,5080,
237,GN_915,5081,118.0
238,GN_916,5083,200.0
239,GN_917,5082,111.0
240,GN_918,5079,111.0
241,GN_920,81,11.0
242,GN_921,8599,
243,GN_922,8599,
244,GN_926,9649,
245,GN_934,9798,
246,GN_942,217,
247,GN_943,218,
248,GN_946,10045,
249,GN_947,1343,
250,GN_957,1144,7.0
251,GN_962,1146,1.0
252,GN_963,167,
253,GN_968,9254,243.167155178
254,GN_969,2254,
255,GN_970,4760,
256,GN_972,4760,
257,GN_974,9773,
258,GN_975,9774,
259,GN_976,9776,
260,GN_978,9224,322.023696633
261,GN_979,9230,171.0
262,GN_981,8176,
263,GN_982,8176,
264,GN_983,8176,
265,GN_986,7664,
266,GN_987,2190,
267,GN_994,8058,147.884253225875
268,GN_995,6881,855.0
269,GN_997,8891,
270,GN_1008,8884,
271,GN_1011,7132,
272,GN_1012,8375,
273,GN_1021,9581,215.9302123836
274,GN_1024,4529,212.7247956
275,GN_1025,4530,212.7247956
276,GN_1036,7906,
277,GN_1048,9304,50.05
278,GN_1051,9018,
279,GN_1055,8847,
280,GN_1058,10201,
281,GN_1059,10202,
282,GN_1063,4697,
283,GN_1066,9726,
284,GN_1076,7903,
285,GN_1078,8713,
286,GN_1084,1305,
287,GN_1085,1306,
288,GN_1089,5064,
289,GN_1090,4737,
290,GN_1098,196,51.0
291,GN_1101,199,51.0
292,GN_1103,7763,
293,GN_1107,530,76.655052375
294,GN_1108,529,68.868527408
295,GN_1109,534,68.868527408
296,GN_1113,358,176.66666649
297,GN_1114,361,176.66666649
298,GN_1126,8075,72.0285594
299,GN_1127,8073,72.0
300,GN_1129,8071,100.9428812
301,GN_1134,7641,
302,GN_1136,174,51.0
303,GN_1138,176,48.9
304,GN_1140,178,51.0
305,GN_1143,181,51.0
306,GN_1144,4774,
307,GN_1145,4775,
308,GN_1149,7593,
309,GN_1152,585,30.3278688
310,GN_1153,587,40.16393445
311,GN_1155,585,39.3442623
312,GN_1157,3305,
313,GN_1167,8740,
314,GN_1171,7380,
315,GN_1177,9200,
316,GN_1182,4769,
317,GN_1184,9593,
318,GN_1185,206,
319,GN_1188,7881,
320,GN_1189,7882,
321,GN_1197,3175,
322,GN_1198,3126,
323,GN_1200,2276,
324,GN_1206,9619,
325,GN_1208,10261,
326,GN_1216,2640,48.0
327,GN_1217,2640,48.0
328,GN_1222,2641,167.708333325
329,GN_1225,9049,391.0
330,GN_1228,8626,
331,GN_1232,646,28.5
332,GN_1240,9423,
333,GN_1244,8099,
334,GN_1246,8667,
335,GN_1247,7901,
336,GN_1250,9603,
337,GN_1253,3908,
338,GN_1262,2206,25.0
339,GN_1267,757,
340,GN_1270,10246,
341,GN_1271,8794,
342,GN_1272,8795,
343,GN_1274,9607,
344,GN_1276,10230,
345,GN_1277,6316,57.0
346,GN_1284,291,
347,GN_1288,10195,
348,GN_1291,7002,
349,GN_1295,8881,
350,GN_1297,6079,8.4
351,GN_1310,3691,
352,GN_1314,6453,
353,GN_1316,8210,
354,GN_1319,3383,
355,GN_1321,3322,
356,GN_1323,3665,
357,GN_1325,3303,
358,GN_1334,6562,
359,GN_1337,1319,
360,GN_1352,6684,167.55
361,GN_1359,1115,63.5
362,GN_1362,1109,61.625
363,GN_1363,1116,61.625
364,GN_1371,1103,16.0
365,GN_1378,7747,
366,GN_1379,7748,
367,GN_1380,3300,
368,GN_1386,9876,83.6516950225
369,GN_1390,4940,
370,GN_1392,147,49.1
371,GN_1399,145,48.5
372,GN_1402,8664,
373,GN_1403,8665,
374,GN_1407,7785,
375,GN_1410,236,
376,GN_1420,8734,
377,GN_1434,1687,126.671840301
378,GN_1435,9617,
379,GN_1436,8537,
380,GN_1443,8990,
381,GN_1444,8989,
382,GN_1450,9658,
383,GN_1457,1280,47.0
384,GN_1463,4747,
385,GN_1464,4745,
386,GN_1466,4746,
387,GN_1469,10250,
388,GN_1473,1160,159.0
389,GN_1474,1167,258.0
390,GN_1485,2161,
391,GN_1486,9944,
392,GN_1489,1790,
393,GN_1492,10120,
394,GN_1494,8813,
395,GN_1496,4575,459.91735482
396,GN_1499,6229,364.265122294535
397,GN_1501,6227,279.06728828
398,GN_1502,8384,
399,GN_1505,8386,
400,GN_1509,3165,
401,GN_1516,2401,45.0
402,GN_1519,2398,45.0
403,GN_1524,10205,
404,GN_1526,5094,
405,GN_1528,8280,
406,GN_1535,8951,
407,GN_1539,4809,
408,GN_1547,3260,
