gen,generator_name,n,cap
154,GN_519,4787,
155,GN_522,6261,
156,GN_524,7566,
157,GN_526,8360,71.5
158,GN_528,7416,
159,GN_529,5742,
160,GN_533,9745,
161,GN_536,521,0.0
162,GN_537,522,0.0
163,GN_538,528,
164,GN_539,529,0.0
165,GN_541,507,64.4776119
166,GN_543,508,40.0
167,GN_544,510,0.0
168,GN_548,512,15.0
169,GN_565,7106,175.063917768
170,GN_567,7110,183.872164998
171,GN_568,7109,175.063917768
172,GN_576,9893,
173,GN_581,3854,398.6284887354
174,GN_583,7380,
175,GN_586,997,
176,GN_587,8533,
177,GN_589,1695,68.0
178,GN_593,1700,67.0
179,GN_596,2348,132.0
180,GN_597,2351,330.0
181,GN_598,2073,
182,GN_599,9136,
183,GN_605,9901,
184,GN_609,9669,
185,GN_615,7905,
186,GN_617,7402,
187,GN_620,9860,
188,GN_622,3963,
189,GN_623,3963,
190,GN_635,2813,158.927383496
191,GN_641,4853,
192,GN_643,7359,
193,GN_647,1876,255.89
194,GN_650,76,
195,GN_651,8324,
196,GN_656,1890,
197,GN_658,1888,
198,GN_666,8113,
199,GN_669,8116,
200,GN_672,4961,
201,GN_674,4962,
202,GN_678,1094,
203,GN_679,1095,
204,GN_682,3733,
205,GN_687,4404,
206,GN_695,9657,
207,GN_702,70,
208,GN_704,635,
209,GN_706,4364,
210,GN_712,3206,
211,GN_713,7678,
212,GN_715,9437,67.20875
213,GN_717,3014,
214,GN_718,9876,
215,GN_728,3779,
216,GN_729,1822,50.6
217,GN_740,1100,
218,GN_744,6056,171.24899274
219,GN_748,9139,
220,GN_751,2112,
221,GN_755,1959,
222,GN_756,2588,26.0
223,GN_762,4385,
224,GN_769,10123,164.4
225,GN_770,10126,338.87
226,GN_771,10121,161.685
227,GN_772,10122,161.685
228,GN_778,8210,
229,GN_785,7226,
230,GN_791,2765,46.0
231,GN_792,2768,46.0
232,GN_793,2769,46.0
233,GN_797,8147,
234,GN_801,8701,94.754098296
235,GN_803,4617,
236,GN_809,5920,
237,GN_812,6201,
238,GN_815,9013,
239,GN_818,7229,
240,GN_834,2856,178.74509806
241,GN_835,9171,
242,GN_836,9535,184.58598744
243,GN_837,9538,175.41401256
244,GN_838,9534,186.0
245,GN_840,9536,227.6687259714
246,GN_841,9539,231.567567672
247,GN_842,6358,
248,GN_845,8826,
249,GN_846,8875,
250,GN_848,1930,
251,GN_850,8543,
252,GN_853,1364,
253,GN_854,185,
254,GN_855,186,
255,GN_862,1840,
256,GN_864,1841,
257,GN_872,2962,
258,GN_873,2964,
259,GN_875,2957,
260,GN_878,8816,
261,GN_890,5704,266.5
262,GN_899,8914,
263,GN_901,3476,78.15
264,GN_904,3480,77.275
265,GN_906,3481,78.225
266,GN_914,6444,
267,GN_920,946,11.0
268,GN_922,8885,
269,GN_924,8884,
270,GN_927,9952,
271,GN_932,9179,
272,GN_942,154,
273,GN_951,3896,105.0
274,GN_955,8011,
275,GN_959,780,2.75
276,GN_960,784,0.0
277,GN_964,9066,
278,GN_966,8474,223.916422411
279,GN_967,8473,223.916422411
280,GN_974,9887,
281,GN_979,9494,171.0
282,GN_983,7583,
283,GN_986,8125,
284,GN_989,8392,179.0
285,GN_991,8391,119.671383630875
286,GN_994,8395,147.884253225875
287,GN_996,3882,845.0
288,GN_1000,6504,146.0
289,GN_1001,6505,86.0
290,GN_1002,9284,
291,GN_1004,6531,
292,GN_1009,3711,
293,GN_1012,8446,
294,GN_1017,1730,
295,GN_1023,9646,312.8446429108
296,GN_1028,6103,210.13760214
297,GN_1030,8761,
298,GN_1034,80,
299,GN_1037,7714,74.015
300,GN_1040,7713,72.3
301,GN_1043,8353,
302,GN_1053,8492,
303,GN_1058,10310,
304,GN_1060,9666,
305,GN_1061,9667,
306,GN_1063,6190,
307,GN_1066,9835,
308,GN_1067,1081,
309,GN_1068,1083,
310,GN_1072,1082,
311,GN_1074,4417,
312,GN_1077,7465,
313,GN_1079,4771,
314,GN_1081,4828,
315,GN_1083,9942,
316,GN_1086,893,90.0
317,GN_1087,6264,
318,GN_1088,8571,
319,GN_1100,145,51.0
320,GN_1105,666,7.125
321,GN_1113,1616,176.66666649
322,GN_1116,8584,
323,GN_1117,8584,
324,GN_1119,3047,
325,GN_1120,3047,
326,GN_1122,3046,
327,GN_1130,8409,100.153353193
328,GN_1136,121,51.0
329,GN_1138,123,48.9
330,GN_1139,124,51.0
331,GN_1141,126,51.0
332,GN_1145,4758,
333,GN_1150,8088,
334,GN_1151,3768,
335,GN_1158,7408,
336,GN_1160,8791,
337,GN_1166,9023,
338,GN_1167,9023,
339,GN_1172,7265,
340,GN_1178,9468,
341,GN_1189,8240,
342,GN_1194,7193,
343,GN_1196,2950,
344,GN_1198,3695,
345,GN_1199,3656,
346,GN_1208,9728,
347,GN_1210,9844,
348,GN_1212,9846,
349,GN_1213,9847,
350,GN_1219,2439,48.0
351,GN_1223,2441,157.291666675
352,GN_1224,7302,
353,GN_1225,9319,391.0
354,GN_1229,7686,
355,GN_1230,1021,
356,GN_1233,280,29.5
357,GN_1239,9181,
358,GN_1242,8252,
359,GN_1243,8434,
360,GN_1244,8434,
361,GN_1251,6254,
362,GN_1254,9223,38.0
363,GN_1258,7963,
364,GN_1259,1722,83.0
365,GN_1260,1721,83.0
366,GN_1261,1966,25.0
367,GN_1262,1967,25.0
368,GN_1266,388,
369,GN_1267,389,
370,GN_1269,381,
371,GN_1270,9698,
372,GN_1274,9696,
373,GN_1280,3663,
374,GN_1288,10304,
375,GN_1289,10301,
376,GN_1298,5288,8.4
377,GN_1302,8938,
378,GN_1308,2100,
379,GN_1313,7141,
380,GN_1314,7142,
381,GN_1315,3801,
382,GN_1316,7618,
383,GN_1323,3366,
384,GN_1334,4084,
385,GN_1335,3957,
386,GN_1336,3958,
387,GN_1340,8178,
388,GN_1341,7385,
389,GN_1342,7387,
390,GN_1343,7460,
391,GN_1375,2104,56.4
392,GN_1376,2105,36.0
393,GN_1381,3006,
394,GN_1386,10011,83.6516950225
395,GN_1388,10010,83.6516950225
396,GN_1389,4874,
397,GN_1392,99,49.1
398,GN_1394,92,51.0
399,GN_1395,93,51.0
400,GN_1402,8945,
401,GN_1404,8946,
402,GN_1408,8270,
403,GN_1413,3260,
404,GN_1415,3261,
405,GN_1416,4579,
406,GN_1417,4580,
407,GN_1418,4055,236.0
408,GN_1420,9017,
409,GN_1434,1451,126.671840301
410,GN_1451,9764,
411,GN_1462,1148,
412,GN_1464,4731,
413,GN_1467,4732,
414,GN_1473,797,159.0
415,GN_1479,795,607.0
416,GN_1482,6867,247.74999975225
417,GN_1483,6863,247.74999975225
418,GN_1485,1922,
419,GN_1486,10083,
420,GN_1492,10262,
421,GN_1496,6124,459.91735482
422,GN_1497,6125,328.296217032
423,GN_1499,5445,364.265122294535
424,GN_1500,5444,361.949877705465
425,GN_1504,8454,
426,GN_1506,8455,
427,GN_1509,3730,
428,GN_1512,6187,
429,GN_1516,2201,45.0
430,GN_1520,2641,
431,GN_1523,3706,
432,GN_1525,6458,
433,GN_1528,7685,
434,GN_1529,8388,
435,GN_1530,7770,
436,GN_1534,1123,
437,GN_1536,8100,
438,GN_1537,2565,17.5
439,GN_1543,2550,17.0
440,GN_1544,2000,18.775
441,GN_1545,9299,
442,GN_1547,3793,
